Selecao,CodigoCasa,Casa,odd_fracionaria,prob_implicita,prob_implicita_pct
New Zealand,B3,bet365,1000,0.000999000999000999,0.0999000999000999
New Zealand,WH,William Hill,1500,0.0006662225183211193,0.06662225183211193
New Zealand,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
New Zealand,FR,Betfred,1000,0.000999000999000999,0.0999000999000999
New Zealand,EE,888sport,1000,0.000999000999000999,0.0999000999000999
New Zealand,SX,Spreadex,1000,0.000999000999000999,0.0999000999000999
New Zealand,LD,Ladbrokes,500,0.001996007984031936,0.19960079840319359
New Zealand,VC,Bet Victor,1000,0.000999000999000999,0.0999000999000999
New Zealand,KN,BetMGM UK,1000,0.000999000999000999,0.0999000999000999
New Zealand,BY,Boylesports,1000,0.000999000999000999,0.0999000999000999
New Zealand,OE,10Bet,1000,0.000999000999000999,0.0999000999000999
New Zealand,S6,StarSports,1000,0.000999000999000999,0.0999000999000999
New Zealand,PUP,PricedUp,1000,0.000999000999000999,0.0999000999000999
New Zealand,SI,Sporting Index,1000,0.000999000999000999,0.0999000999000999
New Zealand,G5,BetGoodwin,750,0.0013315579227696406,0.13315579227696406
New Zealand,VE,Virgin Bet,1000,0.000999000999000999,0.0999000999000999
New Zealand,QN,QuinnBet,1000,0.000999000999000999,0.0999000999000999
New Zealand,WA,Betway,750,0.0013315579227696406,0.13315579227696406
New Zealand,CE,Coral,500,0.001996007984031936,0.19960079840319359
New Zealand,BAH,BetAhoy,750,0.0013315579227696406,0.13315579227696406
New Zealand,BTT,BetTom,750,0.0013315579227696406,0.13315579227696406
New Zealand,BRS,BresBet,1000,0.000999000999000999,0.0999000999000999
New Zealand,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
New Zealand,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
New Zealand,AKB,AK Bets,1500,0.0006662225183211193,0.06662225183211193
New Zealand,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
New Zealand,MA,Matchbook,793,0.0012594458438287153,0.12594458438287154
Qatar,B3,bet365,2000,0.0004997501249375312,0.04997501249375312
Qatar,WH,William Hill,1000,0.000999000999000999,0.0999000999000999
Qatar,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
Qatar,FR,Betfred,1000,0.000999000999000999,0.0999000999000999
Qatar,EE,888sport,1000,0.000999000999000999,0.0999000999000999
Qatar,SX,Spreadex,1000,0.000999000999000999,0.0999000999000999
Qatar,LD,Ladbrokes,750,0.0013315579227696406,0.13315579227696406
Qatar,VC,Bet Victor,1000,0.000999000999000999,0.0999000999000999
Qatar,KN,BetMGM UK,1000,0.000999000999000999,0.0999000999000999
Qatar,BY,Boylesports,1000,0.000999000999000999,0.0999000999000999
Qatar,OE,10Bet,1000,0.000999000999000999,0.0999000999000999
Qatar,S6,StarSports,1000,0.000999000999000999,0.0999000999000999
Qatar,PUP,PricedUp,1000,0.000999000999000999,0.0999000999000999
Qatar,SI,Sporting Index,1000,0.000999000999000999,0.0999000999000999
Qatar,G5,BetGoodwin,750,0.0013315579227696406,0.13315579227696406
Qatar,VE,Virgin Bet,1000,0.000999000999000999,0.0999000999000999
Qatar,QN,QuinnBet,1500,0.0006662225183211193,0.06662225183211193
Qatar,WA,Betway,750,0.0013315579227696406,0.13315579227696406
Qatar,CE,Coral,750,0.0013315579227696406,0.13315579227696406
Qatar,BAH,BetAhoy,750,0.0013315579227696406,0.13315579227696406
Qatar,BTT,BetTom,750,0.0013315579227696406,0.13315579227696406
Qatar,BRS,BresBet,1000,0.000999000999000999,0.0999000999000999
Qatar,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Qatar,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Qatar,AKB,AK Bets,2000,0.0004997501249375312,0.04997501249375312
Qatar,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Qatar,MA,Matchbook,793,0.0012594458438287153,0.12594458438287154
Cape Verde,B3,bet365,1000,0.000999000999000999,0.0999000999000999
Cape Verde,WH,William Hill,1000,0.000999000999000999,0.0999000999000999
Cape Verde,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
Cape Verde,FR,Betfred,1000,0.000999000999000999,0.0999000999000999
Cape Verde,EE,888sport,1000,0.000999000999000999,0.0999000999000999
Cape Verde,SX,Spreadex,1000,0.000999000999000999,0.0999000999000999
Cape Verde,LD,Ladbrokes,1000,0.000999000999000999,0.0999000999000999
Cape Verde,VC,Bet Victor,500,0.001996007984031936,0.19960079840319359
Cape Verde,KN,BetMGM UK,1000,0.000999000999000999,0.0999000999000999
Cape Verde,BY,Boylesports,1000,0.000999000999000999,0.0999000999000999
Cape Verde,OE,10Bet,1000,0.000999000999000999,0.0999000999000999
Cape Verde,S6,StarSports,750,0.0013315579227696406,0.13315579227696406
Cape Verde,PUP,PricedUp,750,0.0013315579227696406,0.13315579227696406
Cape Verde,SI,Sporting Index,1000,0.000999000999000999,0.0999000999000999
Cape Verde,G5,BetGoodwin,750,0.0013315579227696406,0.13315579227696406
Cape Verde,VE,Virgin Bet,1000,0.000999000999000999,0.0999000999000999
Cape Verde,QN,QuinnBet,1500,0.0006662225183211193,0.06662225183211193
Cape Verde,WA,Betway,1000,0.000999000999000999,0.0999000999000999
Cape Verde,CE,Coral,1000,0.000999000999000999,0.0999000999000999
Cape Verde,BAH,BetAhoy,750,0.0013315579227696406,0.13315579227696406
Cape Verde,BTT,BetTom,750,0.0013315579227696406,0.13315579227696406
Cape Verde,BRS,BresBet,750,0.0013315579227696406,0.13315579227696406
Cape Verde,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Cape Verde,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Cape Verde,AKB,AK Bets,2000,0.0004997501249375312,0.04997501249375312
Cape Verde,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Cape Verde,MA,Matchbook,891,0.0011210762331838565,0.11210762331838565
Panama,B3,bet365,1500,0.0006662225183211193,0.06662225183211193
Panama,WH,William Hill,1500,0.0006662225183211193,0.06662225183211193
Panama,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
Panama,FR,Betfred,1000,0.000999000999000999,0.0999000999000999
Panama,EE,888sport,1000,0.000999000999000999,0.0999000999000999
Panama,SX,Spreadex,1000,0.000999000999000999,0.0999000999000999
Panama,LD,Ladbrokes,1000,0.000999000999000999,0.0999000999000999
Panama,VC,Bet Victor,1000,0.000999000999000999,0.0999000999000999
Panama,KN,BetMGM UK,2000,0.0004997501249375312,0.04997501249375312
Panama,BY,Boylesports,1000,0.000999000999000999,0.0999000999000999
Panama,OE,10Bet,1000,0.000999000999000999,0.0999000999000999
Panama,S6,StarSports,1500,0.0006662225183211193,0.06662225183211193
Panama,PUP,PricedUp,1500,0.0006662225183211193,0.06662225183211193
Panama,SI,Sporting Index,1000,0.000999000999000999,0.0999000999000999
Panama,G5,BetGoodwin,750,0.0013315579227696406,0.13315579227696406
Panama,VE,Virgin Bet,2000,0.0004997501249375312,0.04997501249375312
Panama,QN,QuinnBet,1500,0.0006662225183211193,0.06662225183211193
Panama,WA,Betway,1500,0.0006662225183211193,0.06662225183211193
Panama,CE,Coral,1000,0.000999000999000999,0.0999000999000999
Panama,BAH,BetAhoy,750,0.0013315579227696406,0.13315579227696406
Panama,BTT,BetTom,750,0.0013315579227696406,0.13315579227696406
Panama,BRS,BresBet,1500,0.0006662225183211193,0.06662225183211193
Panama,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Panama,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Panama,AKB,AK Bets,2000,0.0004997501249375312,0.04997501249375312
Panama,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Panama,MA,Matchbook,793,0.0012594458438287153,0.12594458438287154
Iraq,B3,bet365,2000,0.0004997501249375312,0.04997501249375312
Iraq,WH,William Hill,1000,0.000999000999000999,0.0999000999000999
Iraq,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
Iraq,FR,Betfred,1500,0.0006662225183211193,0.06662225183211193
Iraq,EE,888sport,1000,0.000999000999000999,0.0999000999000999
Iraq,SX,Spreadex,1000,0.000999000999000999,0.0999000999000999
Iraq,LD,Ladbrokes,1000,0.000999000999000999,0.0999000999000999
Iraq,VC,Bet Victor,2000,0.0004997501249375312,0.04997501249375312
Iraq,KN,BetMGM UK,1500,0.0006662225183211193,0.06662225183211193
Iraq,BY,Boylesports,1000,0.000999000999000999,0.0999000999000999
Iraq,OE,10Bet,1000,0.000999000999000999,0.0999000999000999
Iraq,S6,StarSports,1500,0.0006662225183211193,0.06662225183211193
Iraq,PUP,PricedUp,1500,0.0006662225183211193,0.06662225183211193
Iraq,SI,Sporting Index,1000,0.000999000999000999,0.0999000999000999
Iraq,G5,BetGoodwin,750,0.0013315579227696406,0.13315579227696406
Iraq,VE,Virgin Bet,1500,0.0006662225183211193,0.06662225183211193
Iraq,QN,QuinnBet,1500,0.0006662225183211193,0.06662225183211193
Iraq,WA,Betway,1000,0.000999000999000999,0.0999000999000999
Iraq,CE,Coral,1000,0.000999000999000999,0.0999000999000999
Iraq,BAH,BetAhoy,750,0.0013315579227696406,0.13315579227696406
Iraq,BTT,BetTom,750,0.0013315579227696406,0.13315579227696406
Iraq,BRS,BresBet,1500,0.0006662225183211193,0.06662225183211193
Iraq,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Iraq,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Iraq,AKB,AK Bets,2000,0.0004997501249375312,0.04997501249375312
Iraq,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Iraq,MA,Matchbook,891,0.0011210762331838565,0.11210762331838565
Uzbekistan,B3,bet365,1500,0.0006662225183211193,0.06662225183211193
Uzbekistan,WH,William Hill,1500,0.0006662225183211193,0.06662225183211193
Uzbekistan,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
Uzbekistan,FR,Betfred,1500,0.0006662225183211193,0.06662225183211193
Uzbekistan,EE,888sport,1000,0.000999000999000999,0.0999000999000999
Uzbekistan,SX,Spreadex,1000,0.000999000999000999,0.0999000999000999
Uzbekistan,LD,Ladbrokes,1000,0.000999000999000999,0.0999000999000999
Uzbekistan,VC,Bet Victor,1000,0.000999000999000999,0.0999000999000999
Uzbekistan,KN,BetMGM UK,2000,0.0004997501249375312,0.04997501249375312
Uzbekistan,BY,Boylesports,1000,0.000999000999000999,0.0999000999000999
Uzbekistan,OE,10Bet,1000,0.000999000999000999,0.0999000999000999
Uzbekistan,S6,StarSports,1500,0.0006662225183211193,0.06662225183211193
Uzbekistan,PUP,PricedUp,1500,0.0006662225183211193,0.06662225183211193
Uzbekistan,SI,Sporting Index,1000,0.000999000999000999,0.0999000999000999
Uzbekistan,G5,BetGoodwin,750,0.0013315579227696406,0.13315579227696406
Uzbekistan,VE,Virgin Bet,2000,0.0004997501249375312,0.04997501249375312
Uzbekistan,QN,QuinnBet,1500,0.0006662225183211193,0.06662225183211193
Uzbekistan,WA,Betway,1500,0.0006662225183211193,0.06662225183211193
Uzbekistan,CE,Coral,1000,0.000999000999000999,0.0999000999000999
Uzbekistan,BAH,BetAhoy,750,0.0013315579227696406,0.13315579227696406
Uzbekistan,BTT,BetTom,750,0.0013315579227696406,0.13315579227696406
Uzbekistan,BRS,BresBet,1500,0.0006662225183211193,0.06662225183211193
Uzbekistan,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Uzbekistan,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Uzbekistan,AKB,AK Bets,2000,0.0004997501249375312,0.04997501249375312
Uzbekistan,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Uzbekistan,MA,Matchbook,793,0.0012594458438287153,0.12594458438287154
South Africa,B3,bet365,2000,0.0004997501249375312,0.04997501249375312
South Africa,WH,William Hill,1500,0.0006662225183211193,0.06662225183211193
South Africa,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
South Africa,FR,Betfred,1000,0.000999000999000999,0.0999000999000999
South Africa,EE,888sport,1000,0.000999000999000999,0.0999000999000999
South Africa,SX,Spreadex,500,0.001996007984031936,0.19960079840319359
South Africa,LD,Ladbrokes,750,0.0013315579227696406,0.13315579227696406
South Africa,VC,Bet Victor,1000,0.000999000999000999,0.0999000999000999
South Africa,KN,BetMGM UK,1500,0.0006662225183211193,0.06662225183211193
South Africa,BY,Boylesports,1000,0.000999000999000999,0.0999000999000999
South Africa,OE,10Bet,1000,0.000999000999000999,0.0999000999000999
South Africa,S6,StarSports,2000,0.0004997501249375312,0.04997501249375312
South Africa,PUP,PricedUp,2000,0.0004997501249375312,0.04997501249375312
South Africa,SI,Sporting Index,500,0.001996007984031936,0.19960079840319359
South Africa,G5,BetGoodwin,750,0.0013315579227696406,0.13315579227696406
South Africa,VE,Virgin Bet,1500,0.0006662225183211193,0.06662225183211193
South Africa,QN,QuinnBet,1500,0.0006662225183211193,0.06662225183211193
South Africa,WA,Betway,1000,0.000999000999000999,0.0999000999000999
South Africa,CE,Coral,750,0.0013315579227696406,0.13315579227696406
South Africa,BAH,BetAhoy,750,0.0013315579227696406,0.13315579227696406
South Africa,BTT,BetTom,750,0.0013315579227696406,0.13315579227696406
South Africa,BRS,BresBet,2000,0.0004997501249375312,0.04997501249375312
South Africa,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
South Africa,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
South Africa,AKB,AK Bets,2500,0.00039984006397441024,0.03998400639744103
South Africa,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
South Africa,MA,Matchbook,842,0.0011862396204033216,0.11862396204033215
Jordan,B3,bet365,2500,0.00039984006397441024,0.03998400639744103
Jordan,WH,William Hill,2000,0.0004997501249375312,0.04997501249375312
Jordan,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
Jordan,FR,Betfred,1500,0.0006662225183211193,0.06662225183211193
Jordan,EE,888sport,1000,0.000999000999000999,0.0999000999000999
Jordan,SX,Spreadex,1000,0.000999000999000999,0.0999000999000999
Jordan,LD,Ladbrokes,1000,0.000999000999000999,0.0999000999000999
Jordan,VC,Bet Victor,2000,0.0004997501249375312,0.04997501249375312
Jordan,KN,BetMGM UK,2500,0.00039984006397441024,0.03998400639744103
Jordan,BY,Boylesports,1000,0.000999000999000999,0.0999000999000999
Jordan,OE,10Bet,1000,0.000999000999000999,0.0999000999000999
Jordan,S6,StarSports,2500,0.00039984006397441024,0.03998400639744103
Jordan,PUP,PricedUp,2500,0.00039984006397441024,0.03998400639744103
Jordan,SI,Sporting Index,1000,0.000999000999000999,0.0999000999000999
Jordan,G5,BetGoodwin,1000,0.000999000999000999,0.0999000999000999
Jordan,VE,Virgin Bet,2500,0.00039984006397441024,0.03998400639744103
Jordan,QN,QuinnBet,1500,0.0006662225183211193,0.06662225183211193
Jordan,WA,Betway,1500,0.0006662225183211193,0.06662225183211193
Jordan,CE,Coral,1000,0.000999000999000999,0.0999000999000999
Jordan,BAH,BetAhoy,1000,0.000999000999000999,0.0999000999000999
Jordan,BTT,BetTom,1000,0.000999000999000999,0.0999000999000999
Jordan,BRS,BresBet,2500,0.00039984006397441024,0.03998400639744103
Jordan,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Jordan,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Jordan,AKB,AK Bets,3000,0.0003332222592469177,0.03332222592469177
Jordan,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Jordan,MA,Matchbook,793,0.0012594458438287153,0.12594458438287154
Haiti,B3,bet365,4000,0.00024993751562109475,0.024993751562109475
Haiti,WH,William Hill,2000,0.0004997501249375312,0.04997501249375312
Haiti,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
Haiti,FR,Betfred,2000,0.0004997501249375312,0.04997501249375312
Haiti,EE,888sport,1000,0.000999000999000999,0.0999000999000999
Haiti,SX,Spreadex,1000,0.000999000999000999,0.0999000999000999
Haiti,LD,Ladbrokes,1000,0.000999000999000999,0.0999000999000999
Haiti,VC,Bet Victor,2500,0.00039984006397441024,0.03998400639744103
Haiti,KN,BetMGM UK,2500,0.00039984006397441024,0.03998400639744103
Haiti,BY,Boylesports,1000,0.000999000999000999,0.0999000999000999
Haiti,OE,10Bet,1000,0.000999000999000999,0.0999000999000999
Haiti,S6,StarSports,2500,0.00039984006397441024,0.03998400639744103
Haiti,PUP,PricedUp,2500,0.00039984006397441024,0.03998400639744103
Haiti,SI,Sporting Index,1000,0.000999000999000999,0.0999000999000999
Haiti,G5,BetGoodwin,1000,0.000999000999000999,0.0999000999000999
Haiti,VE,Virgin Bet,2500,0.00039984006397441024,0.03998400639744103
Haiti,QN,QuinnBet,1500,0.0006662225183211193,0.06662225183211193
Haiti,WA,Betway,2500,0.00039984006397441024,0.03998400639744103
Haiti,CE,Coral,1000,0.000999000999000999,0.0999000999000999
Haiti,BAH,BetAhoy,1000,0.000999000999000999,0.0999000999000999
Haiti,BTT,BetTom,1000,0.000999000999000999,0.0999000999000999
Haiti,BRS,BresBet,2500,0.00039984006397441024,0.03998400639744103
Haiti,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Haiti,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Haiti,AKB,AK Bets,2500,0.00039984006397441024,0.03998400639744103
Haiti,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Haiti,MA,Matchbook,695,0.0014367816091954023,0.14367816091954022
Curacao,B3,bet365,3500,0.00028563267637817766,0.028563267637817767
Curacao,WH,William Hill,2000,0.0004997501249375312,0.04997501249375312
Curacao,UN,Unibet,1000,0.000999000999000999,0.0999000999000999
Curacao,FR,Betfred,2000,0.0004997501249375312,0.04997501249375312
Curacao,EE,888sport,1000,0.000999000999000999,0.0999000999000999
Curacao,SX,Spreadex,1000,0.000999000999000999,0.0999000999000999
Curacao,LD,Ladbrokes,1000,0.000999000999000999,0.0999000999000999
Curacao,VC,Bet Victor,2500,0.00039984006397441024,0.03998400639744103
Curacao,KN,BetMGM UK,2000,0.0004997501249375312,0.04997501249375312
Curacao,BY,Boylesports,1000,0.000999000999000999,0.0999000999000999
Curacao,OE,10Bet,1000,0.000999000999000999,0.0999000999000999
Curacao,S6,StarSports,2000,0.0004997501249375312,0.04997501249375312
Curacao,PUP,PricedUp,2000,0.0004997501249375312,0.04997501249375312
Curacao,SI,Sporting Index,1000,0.000999000999000999,0.0999000999000999
Curacao,G5,BetGoodwin,1000,0.000999000999000999,0.0999000999000999
Curacao,VE,Virgin Bet,2000,0.0004997501249375312,0.04997501249375312
Curacao,QN,QuinnBet,1500,0.0006662225183211193,0.06662225183211193
Curacao,WA,Betway,2500,0.00039984006397441024,0.03998400639744103
Curacao,CE,Coral,1000,0.000999000999000999,0.0999000999000999
Curacao,BAH,BetAhoy,1000,0.000999000999000999,0.0999000999000999
Curacao,BTT,BetTom,1000,0.000999000999000999,0.0999000999000999
Curacao,BRS,BresBet,2000,0.0004997501249375312,0.04997501249375312
Curacao,SK,Sky Bet,500,0.001996007984031936,0.19960079840319359
Curacao,PP,Paddy Power,500,0.001996007984031936,0.19960079840319359
Curacao,AKB,AK Bets,5000,0.0001999600079984003,0.01999600079984003
Curacao,BF,Betfair,979,0.0010204081632653062,0.10204081632653061
Curacao,MA,Matchbook,793,0.0012594458438287153,0.12594458438287154
